Disk Write KB/s his02,sda,sda1,sda2,sda3,sdf,sdg,sde,sdh,sdj,sdi,sdk,sdm,sdn,sdl,sdp,sdd,sdo,sdb,sdc,sdr,sdq,sdu,sdx,sds,sdv,sdt,sdw,sdy,dm-0,dm-1,sdz,sdaa,sdab,sdac,sdad,sdae,sdaf,sdag,sdah,sdai,sdaj,sdak,sdal,sdam,sdan,sdao,sdap,sdaq,sdar,sdas,sdat,sdau,sdav,sdaw,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,sdax,sday,sdaz,sdba,dm-8,sdbb,sdbc,sdbd,sdbe,sdbf,sdbg,sdbh,sdbi,dm-9,sdbj,sdbk,sdbl,sdbm,sdbn,sdbo,sdbp,sdbq,dm-10,sdbr,sdbs,sdbt,sdbu
2025-01-20 14:56:33,168.2,0.0,0.0,168.2,0.0,230.8,0.1,377.9,0.1,373.9,0.1,272.6,270.9,0.1,0.1,300.2,333.9,0.1,214.0,320.8,0.0,0.1,0.1,244.3,0.1,257.6,312.0,0.1,168.2,0.0,311.0,0.1,0.1,0.1,192.8,353.5,303.8,0.1,0.1,284.9,346.1,0.1,0.1,318.7,324.0,0.1,239.1,277.6,288.3,0.1,0.1,308.8,0.1,0.1,0.5,2073.8,2494.6,0.5,0.5,2488.2,261.1,252.7,314.6,212.0,2247.0,282.0,281.5,283.9,359.1,294.4,261.5,350.1,271.6,2208.1,258.2,292.1,246.8,233.3,291.8,276.5,247.9,383.4,2345.4,282.9,259.6,288.5,315.0
2025-01-20 14:57:03,123.1,0.0,0.0,123.1,0.1,17.4,0.1,27.7,0.1,6.4,0.0,30.6,23.6,0.0,0.1,19.4,10.0,0.0,19.6,17.8,0.1,0.1,0.1,20.5,0.1,2.4,5.6,0.1,123.1,0.0,6.4,0.1,0.1,0.1,33.8,19.0,4.3,0.1,0.0,20.1,20.5,0.1,0.1,27.7,23.8,0.1,18.2,16.4,3.5,0.1,0.0,6.7,0.0,0.0,0.5,185.0,170.9,0.5,0.5,45.2,7.2,8.3,7.5,3.5,38.9,2.9,4.0,3.5,2.1,7.6,6.2,8.4,7.0,62.1,12.2,8.8,6.6,5.3,2.4,3.5,6.4,5.3,38.3,3.5,5.1,4.8,7.2
2025-01-20 14:57:33,178.6,0.0,0.0,178.6,0.1,89.6,0.1,83.4,0.1,111.9,0.1,152.1,169.9,0.1,0.1,124.5,82.4,0.1,193.2,107.6,0.1,0.0,0.1,82.3,0.1,185.8,135.6,0.1,178.6,0.0,78.6,0.1,0.0,0.1,147.9,110.1,139.5,0.1,0.1,129.7,117.9,0.1,0.0,111.4,132.2,0.0,103.7,90.8,196.4,0.1,0.1,103.2,0.1,0.1,0.5,1035.3,911.1,0.5,0.5,1033.4,128.2,96.9,132.4,161.2,1075.0,136.2,128.8,143.7,147.7,141.2,145.5,170.6,104.4,1111.8,155.5,147.9,136.4,110.4,83.1,115.2,183.7,172.4,1086.8,161.9,151.8,104.3,114.3
2025-01-20 14:58:03,144.1,0.0,0.0,144.1,0.1,17.3,0.1,3.7,0.1,9.7,0.1,23.2,4.0,0.1,0.1,4.0,8.5,0.1,21.6,20.0,0.1,0.1,0.1,4.8,0.1,11.6,9.0,0.1,144.1,0.0,7.1,0.1,0.1,0.1,16.2,5.1,6.1,0.1,0.1,23.0,2.4,0.1,0.1,28.8,5.1,0.1,16.3,2.9,9.0,0.1,0.1,10.1,0.1,0.1,0.5,166.3,32.0,0.5,0.5,71.1,6.7,4.2,8.8,8.9,52.5,6.7,9.2,5.0,3.0,26.1,26.3,24.2,27.1,199.5,17.9,29.4,23.0,25.5,5.9,5.9,3.8,6.0,51.7,8.8,6.5,4.9,10.0
2025-01-20 14:58:33,183.0,0.0,0.0,183.0,0.0,3.7,0.0,3.7,0.1,21.1,0.1,4.0,2.9,0.1,0.1,4.8,14.1,0.1,4.3,11.7,0.1,0.1,0.1,3.7,0.1,23.2,20.0,0.0,183.0,0.0,16.3,0.1,0.1,0.0,8.3,6.1,20.0,0.0,0.1,3.2,2.1,0.1,0.1,4.3,4.5,0.1,3.7,8.3,23.8,0.0,0.1,19.1,0.1,0.1,0.5,43.2,36.3,0.5,0.5,157.5,12.5,6.4,2.7,13.6,80.2,9.9,8.3,14.7,12.3,20.4,22.4,19.2,23.4,157.0,16.0,17.5,19.7,18.4,4.3,3.2,4.8,4.0,44.0,3.7,7.7,9.6,6.7
2025-01-20 14:59:03,150.2,0.0,0.0,150.2,0.1,7.7,0.1,18.6,0.0,7.3,0.1,11.2,24.0,0.0,0.1,29.5,8.3,0.1,4.3,4.5,0.1,0.1,0.1,19.4,0.0,5.3,4.3,0.1,150.2,0.0,6.2,0.1,0.1,0.1,3.7,18.7,8.4,0.1,0.1,3.5,18.9,0.1,0.1,6.9,19.6,0.1,8.8,19.0,5.1,0.1,0.1,6.1,0.1,0.0,0.5,50.6,167.5,0.5,0.5,51.0,17.3,23.2,21.6,24.2,146.4,18.7,12.8,14.9,13.7,5.5,6.4,6.2,6.2,47.3,8.1,4.3,6.7,4.1,3.2,4.3,3.5,4.0,26.9,2.9,2.9,2.4,3.7
2025-01-20 14:59:33,181.1,0.0,0.0,181.1,0.1,3.2,0.1,15.7,0.1,6.4,0.1,6.4,12.1,0.1,0.0,21.1,10.4,0.1,8.3,8.3,0.1,0.1,0.1,19.1,0.1,4.3,2.9,0.1,181.1,0.0,10.1,0.1,0.1,0.1,9.1,22.7,3.7,0.1,0.1,2.1,16.7,0.1,0.1,3.2,14.9,0.1,18.9,17.9,4.8,0.1,0.1,5.3,0.1,0.1,0.5,59.4,140.2,0.5,0.5,48.0,7.2,8.0,7.7,7.9,50.8,5.6,4.9,3.7,5.7,10.1,8.3,7.7,15.5,84.0,9.6,11.2,10.9,10.7,15.5,16.3,14.4,14.0,137.7,20.7,21.0,15.8,20.0
2025-01-20 15:00:03,141.4,0.0,0.0,141.4,0.1,8.3,0.1,15.4,0.1,14.7,0.1,7.5,7.8,0.1,0.1,10.4,19.2,0.1,3.5,11.5,0.0,0.1,0.0,13.5,0.1,18.6,15.4,0.1,141.4,0.0,13.9,0.0,0.1,0.1,11.2,11.3,11.3,0.1,0.1,9.1,7.0,0.0,0.1,8.3,7.2,0.1,4.5,18.3,15.2,0.1,0.1,14.8,0.1,0.1,0.5,63.7,90.8,0.5,0.5,123.1,2.7,3.5,2.5,2.4,22.0,1.9,3.5,2.7,2.9,6.1,6.4,5.1,3.2,45.3,6.1,8.0,4.0,6.4,20.7,18.3,14.1,23.2,143.9,16.8,17.9,13.0,20.0
2025-01-20 15:00:33,124.7,0.0,0.0,124.7,0.1,19.4,0.1,15.0,0.1,20.2,0.0,19.8,14.1,0.0,0.1,16.0,13.9,0.0,21.8,12.6,0.1,0.1,0.1,12.1,0.1,13.7,17.7,0.1,124.7,0.0,24.9,0.1,0.1,0.1,18.8,13.2,17.6,0.1,0.0,25.7,28.1,0.1,0.1,10.4,10.0,0.1,28.5,25.1,15.4,0.1,0.0,26.3,0.1,0.0,0.5,157.0,133.5,0.5,0.5,149.5,4.1,2.9,3.7,4.0,26.3,3.2,3.5,3.2,1.6,6.7,8.5,4.5,9.6,48.2,3.5,5.1,6.1,4.3,18.2,12.2,7.8,10.2,97.0,12.5,12.5,12.1,11.4
2025-01-20 15:01:03,261.1,0.0,0.0,261.1,0.1,16.1,0.1,9.2,0.1,26.0,0.1,48.7,20.4,0.1,0.1,9.0,20.0,0.1,23.6,67.6,0.1,0.1,0.1,16.3,0.1,23.3,28.4,0.1,261.1,0.0,25.2,0.0,0.0,0.1,50.0,16.6,23.4,0.1,0.1,79.6,13.1,0.1,0.1,35.1,10.9,0.1,33.0,10.4,32.0,0.1,0.1,23.5,0.1,0.1,0.5,353.7,105.8,0.5,0.5,201.8,22.7,19.4,19.8,27.6,166.9,18.9,18.8,18.9,20.9,39.2,24.0,47.6,48.1,306.0,29.3,41.7,40.5,35.6,4.8,2.9,5.6,4.8,35.5,3.2,3.5,5.9,4.8
2025-01-20 15:01:33,208.3,0.0,0.0,208.3,0.0,731.2,0.1,692.1,0.1,718.5,0.0,647.5,847.1,0.1,0.1,642.5,688.6,0.1,697.4,678.6,0.1,0.1,0.1,788.5,0.1,765.2,764.3,0.1,208.3,0.0,658.1,0.1,0.1,0.1,772.1,736.5,719.5,0.1,0.1,754.7,747.0,0.1,0.0,662.2,856.0,0.0,711.4,627.2,784.7,0.1,0.1,672.7,0.0,0.1,0.5,5655.1,5936.9,0.5,0.5,5771.6,855.1,812.0,808.9,876.8,6536.5,767.1,822.7,804.6,789.3,845.5,663.0,702.3,724.2,5940.6,737.4,699.9,693.8,874.6,686.9,796.3,784.2,730.2,6098.8,803.3,853.9,812.8,631.2
2025-01-20 15:02:03,198.3,0.0,0.0,198.3,0.1,12.4,0.1,6.9,0.1,23.4,0.1,8.7,5.1,0.1,0.1,14.4,15.4,0.1,11.2,9.9,0.1,0.0,0.0,5.7,0.1,21.2,27.4,0.1,198.3,0.0,31.7,0.1,0.1,0.1,9.5,7.9,18.0,0.0,0.1,10.2,9.6,0.1,0.1,4.6,6.7,0.1,6.2,10.5,14.9,0.1,0.1,30.2,0.1,0.1,0.5,72.6,66.7,0.5,0.5,182.3,5.9,3.7,6.7,6.9,45.3,5.6,6.1,4.0,6.4,5.6,4.8,7.5,6.1,57.3,13.6,5.6,7.7,6.4,17.4,25.4,30.0,17.8,196.7,39.6,15.9,24.5,26.1
2025-01-20 15:02:33,221.1,0.0,0.0,221.1,0.1,147.7,0.1,93.5,0.1,156.7,0.1,121.3,63.4,0.1,0.1,160.5,198.0,0.1,128.5,100.1,0.1,0.1,0.1,118.8,0.1,181.5,101.3,0.1,221.1,0.0,157.2,0.1,0.1,0.1,132.2,125.3,165.2,0.1,0.1,93.5,116.8,0.1,0.1,151.0,137.7,0.1,123.1,144.2,145.7,0.1,0.1,213.7,0.1,0.1,0.5,997.3,960.3,0.5,0.5,1319.3,86.1,163.5,108.2,78.2,938.5,150.0,136.2,175.9,40.5,154.2,107.8,165.5,132.2,1051.3,113.2,107.9,155.4,115.1,119.9,120.1,161.4,167.6,1093.0,99.3,159.4,148.6,116.7
2025-01-20 15:03:03,165.5,0.0,0.0,165.5,0.1,8.3,0.1,23.9,0.1,17.9,0.1,2.9,19.5,0.1,0.0,14.0,11.0,0.1,5.6,7.5,0.1,0.1,0.1,28.0,0.1,10.5,11.8,0.0,165.5,0.0,10.3,0.1,0.1,0.0,3.7,15.1,19.1,0.1,0.1,4.5,11.2,0.1,0.1,5.3,12.7,0.1,4.8,13.8,15.5,0.1,0.1,13.2,0.1,0.1,0.5,42.6,138.2,0.5,0.5,109.3,6.9,12.1,10.8,26.1,119.8,17.1,10.5,12.8,23.6,4.0,5.3,5.6,5.3,42.9,5.3,5.9,7.2,4.3,8.7,11.7,16.1,14.7,115.2,8.1,20.4,21.8,14.0
2025-01-20 15:03:33,180.3,0.0,0.0,180.3,0.1,5.1,0.0,59.2,0.1,16.4,0.0,4.8,30.2,0.1,0.1,30.6,9.3,0.1,4.8,4.8,0.0,0.1,0.1,25.5,0.1,13.8,17.1,0.1,180.3,0.0,11.2,0.1,0.1,0.1,4.3,23.3,15.5,0.1,0.1,4.5,43.3,0.1,0.1,3.5,29.6,0.1,4.0,14.5,10.7,0.0,0.1,19.4,0.0,0.1,0.5,35.7,256.0,0.5,0.5,113.3,38.4,22.6,7.7,30.2,221.6,47.1,19.7,12.2,43.8,12.5,15.4,8.9,17.5,116.7,14.6,18.7,12.2,16.9,4.5,8.0,4.8,7.7,56.0,4.0,9.1,13.1,4.8
2025-01-20 15:04:03,79.3,0.0,0.0,79.3,0.1,21.8,0.1,5.6,0.1,11.7,0.1,28.2,4.0,0.0,0.1,3.5,17.7,0.0,22.2,24.2,0.1,0.1,0.0,7.7,0.1,12.7,12.1,0.1,79.3,0.0,11.3,0.1,0.1,0.1,21.5,4.8,22.5,0.1,0.1,32.5,9.6,0.0,0.1,18.6,3.5,0.1,26.3,4.3,15.2,0.1,0.0,14.6,0.1,0.1,0.5,195.2,42.9,0.5,0.5,117.8,4.3,4.0,3.7,4.8,29.6,4.0,2.4,3.7,2.7,30.2,21.1,37.1,29.8,253.2,32.5,32.0,35.1,35.5,10.0,6.3,10.3,10.9,71.0,6.1,5.8,6.5,15.0
2025-01-20 15:04:33,206.0,0.0,0.0,206.0,0.1,25.7,0.1,5.1,0.0,13.0,0.1,25.8,5.3,0.1,0.1,2.9,18.6,0.1,21.0,17.2,0.1,0.1,0.1,5.1,0.0,12.1,11.5,0.1,206.0,0.0,13.2,0.1,0.0,0.1,24.0,2.9,20.3,0.1,0.0,20.7,3.7,0.1,0.1,15.5,4.8,0.1,20.6,2.9,14.3,0.1,0.1,11.3,0.1,0.0,0.5,170.5,32.8,0.5,0.5,114.3,2.7,3.7,2.9,5.3,28.0,2.9,3.2,2.7,4.5,5.9,5.6,6.1,4.5,43.7,6.4,3.7,5.6,5.9,26.8,34.3,32.9,26.3,224.2,25.6,20.8,30.2,27.4
2025-01-20 15:05:03,157.1,0.0,0.0,157.1,0.1,16.6,0.1,13.7,0.1,13.5,0.1,17.7,16.4,0.1,0.1,15.8,14.0,0.1,15.9,15.7,0.1,0.1,0.1,15.7,0.1,13.4,14.5,0.1,157.1,0.0,9.9,0.1,0.1,0.1,16.8,14.7,16.0,0.1,0.1,11.6,13.3,0.1,0.1,9.7,13.0,0.0,11.9,10.6,15.2,0.1,0.1,12.7,0.1,0.1,0.5,115.8,113.2,0.5,0.5,109.1,2.4,5.6,4.0,3.2,28.5,3.5,3.2,2.9,3.7,4.8,6.1,5.9,3.5,38.4,4.8,4.5,3.7,5.1,12.3,18.7,13.6,12.1,109.4,13.5,12.9,11.9,14.4
2025-01-20 15:05:33,189.7,0.0,0.0,189.7,0.0,41.6,0.1,28.7,0.1,24.4,0.0,35.7,41.8,0.1,0.1,16.1,22.2,0.1,48.5,24.2,0.1,0.0,0.0,17.6,0.1,21.4,25.0,0.1,189.7,0.0,22.8,0.0,0.1,0.1,39.4,42.8,20.5,0.0,0.1,20.9,46.8,0.1,0.0,36.6,26.4,0.1,19.4,18.1,25.3,0.1,0.1,28.0,0.0,0.1,0.5,266.4,238.4,0.5,0.5,189.5,21.8,22.6,27.4,20.0,181.9,20.9,26.1,19.5,23.7,10.2,9.9,8.7,13.5,107.3,23.7,14.5,13.1,13.7,9.3,4.0,1.9,3.5,40.3,4.5,8.0,3.7,5.3
2025-01-20 15:06:03,272.4,0.0,0.0,272.4,0.1,18.7,0.0,14.1,0.1,14.1,0.1,17.1,9.1,0.1,0.0,8.0,13.9,0.1,17.9,5.6,0.1,0.1,0.1,15.2,0.1,9.1,10.9,0.1,272.4,0.0,9.3,0.1,0.1,0.0,8.3,23.5,7.7,0.1,0.1,10.7,12.5,0.1,0.1,8.3,12.3,0.0,14.9,16.5,10.4,0.1,0.1,12.0,0.1,0.1,0.5,101.3,111.2,0.5,0.5,87.4,26.2,22.3,23.6,27.1,187.3,19.2,21.0,25.3,22.6,40.3,29.3,38.4,40.9,283.2,28.8,29.1,40.5,35.9,16.9,15.1,15.2,18.7,134.6,14.2,17.5,19.7,17.4
2025-01-20 15:06:33,181.5,0.0,0.0,181.5,0.1,328.9,0.1,286.6,0.1,336.3,0.1,157.7,213.6,0.1,0.1,345.9,356.9,0.1,306.0,260.4,0.0,0.1,0.0,280.9,0.1,262.3,280.7,0.1,181.5,0.0,418.2,0.1,0.1,0.1,361.9,328.3,335.2,0.1,0.1,249.6,199.9,0.1,0.1,263.8,251.3,0.1,228.6,354.6,321.8,0.1,0.1,229.4,0.1,0.1,0.5,2156.8,2261.0,0.5,0.5,2540.6,225.0,350.3,344.3,316.3,2450.7,304.8,204.5,408.4,297.2,331.7,297.5,235.2,265.2,2218.4,245.8,289.6,260.6,292.7,274.9,276.7,285.4,276.5,2274.3,247.8,388.7,251.8,272.5
2025-01-20 15:07:03,188.3,0.0,0.0,188.3,0.1,16.9,0.1,8.8,0.1,10.5,0.0,18.4,9.6,0.1,0.1,7.7,10.0,0.1,28.8,21.0,0.1,0.1,0.1,4.5,0.1,14.4,8.0,0.1,188.3,0.0,11.7,0.1,0.1,0.1,25.6,5.9,12.0,0.1,0.1,21.5,10.7,0.1,0.1,18.2,13.1,0.1,26.5,4.5,16.5,0.0,0.0,13.1,0.1,0.1,0.5,176.7,64.8,0.5,0.5,96.2,5.1,9.1,5.6,4.3,43.2,4.8,5.3,3.5,5.6,23.2,31.0,23.7,30.8,223.9,26.7,20.6,34.6,33.3,3.7,5.3,3.8,2.5,32.6,5.8,5.7,3.5,2.2
2025-01-20 15:07:33,114.5,0.0,0.0,114.5,0.1,200.1,0.1,147.2,0.1,129.3,0.1,144.7,112.0,0.1,0.1,88.6,139.7,0.1,163.2,133.8,0.1,0.0,0.1,119.9,0.1,171.8,108.2,0.1,118.7,0.0,172.8,0.1,0.1,0.1,206.1,112.8,169.8,0.1,0.1,147.2,151.3,0.0,0.1,145.8,112.7,0.1,150.1,95.0,65.0,0.1,0.1,83.6,0.1,0.0,0.5,1291.1,939.6,0.5,0.5,1040.1,98.8,84.6,110.9,115.2,904.3,133.1,129.6,99.9,132.2,90.4,93.0,106.3,121.9,775.3,105.3,88.0,86.3,84.1,177.9,163.8,170.5,180.6,1363.1,174.8,142.0,202.3,151.2
2025-01-20 15:08:03,156.6,0.0,0.0,156.6,0.1,2.1,0.0,4.8,0.1,10.4,0.1,2.4,12.3,0.1,0.1,4.0,11.1,0.1,2.7,2.9,0.1,0.1,0.1,11.2,0.0,14.2,14.1,0.1,152.3,0.0,8.6,0.1,0.1,0.1,2.4,17.6,11.8,0.1,0.1,5.6,8.3,0.1,0.1,3.7,3.5,0.1,2.4,3.7,13.8,0.1,0.1,9.8,0.1,0.1,0.5,24.3,65.3,0.5,0.5,93.8,3.6,13.0,6.0,7.0,47.5,4.6,3.9,6.3,3.1,26.7,24.8,19.5,22.1,186.7,22.3,20.8,30.0,20.6,30.2,20.3,23.3,29.7,211.3,29.4,29.9,22.6,26.1
2025-01-20 15:08:33,191.8,0.0,0.0,191.8,0.1,2.9,0.1,15.8,0.1,21.4,0.1,2.4,14.4,0.1,0.1,20.9,28.1,0.1,2.9,2.4,0.1,0.1,0.0,19.1,0.1,22.7,14.9,0.0,191.8,0.0,17.6,0.0,0.0,0.1,4.0,32.1,19.6,0.1,0.1,1.9,12.2,0.1,0.0,2.4,18.3,0.1,2.4,16.5,28.3,0.1,0.1,15.1,0.1,0.1,0.5,21.3,149.4,0.5,0.5,167.7,9.2,18.6,15.7,14.1,121.6,19.1,12.2,20.2,12.6,6.1,4.8,5.1,6.9,42.1,4.0,4.5,4.3,6.4,12.2,13.9,14.5,14.2,122.4,23.8,17.5,14.1,12.3
2025-01-20 15:09:03,144.5,0.0,0.0,144.5,0.0,2.7,0.1,31.6,0.1,13.1,0.0,2.1,26.5,0.1,0.1,30.6,9.5,0.0,3.2,4.3,0.1,0.0,0.1,29.0,0.1,16.3,12.5,0.1,144.5,0.0,15.1,0.1,0.1,0.1,4.3,41.6,11.6,0.0,0.1,3.7,24.6,0.1,0.1,4.0,24.9,0.1,4.8,36.0,13.4,0.0,0.1,16.8,0.0,0.1,0.5,29.1,244.6,0.5,0.5,108.3,23.8,32.9,26.6,29.1,209.7,20.0,22.3,33.1,21.9,13.7,10.6,11.6,11.3,104.3,19.6,8.6,13.4,15.5,4.5,5.3,4.3,4.3,40.8,4.0,8.5,4.8,5.1
2025-01-20 15:09:33,161.7,0.0,0.0,161.7,0.1,14.3,0.0,10.4,0.0,13.8,0.1,14.5,8.8,0.0,0.1,7.2,21.3,0.1,6.8,5.5,0.1,0.1,0.1,12.0,0.1,18.8,20.1,0.1,161.7,0.0,16.5,0.1,0.1,0.1,7.2,6.9,18.1,0.1,0.0,8.3,5.1,0.0,0.1,13.4,3.2,0.1,7.2,8.3,13.9,0.1,0.1,16.1,0.1,0.1,0.5,76.9,61.8,0.5,0.5,138.3,2.9,2.9,3.5,2.7,26.4,3.7,3.7,2.4,4.5,27.1,30.4,24.3,33.3,210.5,29.4,24.2,18.5,23.3,5.6,4.5,2.4,4.5,34.9,5.3,5.6,3.2,3.7
2025-01-20 15:10:03,153.4,0.0,0.0,153.4,0.1,20.0,0.1,10.9,0.1,4.8,0.1,27.4,4.3,0.1,0.0,9.1,8.8,0.1,18.9,18.3,0.1,0.1,0.0,7.7,0.1,10.7,4.0,0.1,153.4,0.0,6.4,0.1,0.1,0.0,25.1,8.8,4.8,0.1,0.1,20.9,4.3,0.1,0.1,16.0,4.8,0.0,18.1,4.5,5.9,0.1,0.1,3.2,0.1,0.1,0.5,164.6,54.4,0.5,0.5,48.5,2.1,2.4,3.2,4.3,26.4,3.5,4.3,3.2,3.5,17.1,20.8,19.5,17.0,137.6,20.2,13.8,16.5,12.7,8.6,9.6,8.6,7.8,68.0,9.4,9.8,6.6,7.6
2025-01-20 15:10:33,237.6,0.0,0.0,237.6,0.1,25.1,0.1,3.2,0.1,10.4,0.0,22.9,13.6,0.1,0.1,10.1,8.5,0.1,12.4,18.5,0.0,0.1,0.1,5.1,0.1,16.2,7.5,0.1,237.6,0.0,9.2,0.0,0.1,0.1,14.8,5.6,10.3,0.1,0.1,18.7,7.5,0.1,0.1,23.2,8.3,0.1,29.9,5.1,9.4,0.0,0.0,9.2,0.1,0.1,0.5,165.5,58.4,0.5,0.5,80.6,5.6,5.3,2.9,3.7,30.7,1.9,5.9,1.6,3.7,3.7,5.3,6.7,4.5,38.9,2.7,5.1,4.8,6.1,16.7,17.6,20.3,16.8,158.6,26.1,21.7,21.8,17.6
2025-01-20 15:11:03,169.8,0.0,0.0,169.8,0.1,22.5,0.0,22.4,0.0,16.9,0.1,23.5,23.7,0.1,0.1,16.1,30.3,0.1,27.0,23.5,0.1,0.1,0.1,22.0,0.1,20.2,17.0,0.1,169.8,0.0,19.3,0.1,0.1,0.1,21.1,26.9,16.5,0.1,0.0,19.1,20.8,0.0,0.1,25.8,21.4,0.1,19.0,23.9,18.8,0.1,0.1,23.5,0.1,0.0,0.5,181.4,177.1,0.5,0.5,162.5,8.0,7.2,5.6,5.9,51.4,7.2,8.8,5.6,3.2,4.5,4.8,6.7,6.7,44.0,4.8,3.7,5.3,7.5,15.4,16.9,14.7,16.2,134.8,16.0,21.4,17.0,17.3
2025-01-20 15:11:33,178.1,0.0,0.0,178.1,0.1,763.9,0.1,651.6,0.1,731.1,0.0,729.7,714.9,0.1,0.1,791.8,721.9,0.1,811.9,767.1,0.1,0.0,0.1,708.8,0.1,840.5,747.3,0.0,178.1,0.0,719.5,0.1,0.1,0.1,744.7,652.0,792.3,0.1,0.1,791.9,815.1,0.1,0.0,655.7,686.5,0.1,806.1,801.3,780.6,0.1,0.1,770.7,0.1,0.1,0.5,6070.9,5822.0,0.5,0.5,6104.0,721.7,734.3,792.2,773.1,6095.8,712.6,799.6,811.3,750.8,799.7,717.2,752.3,804.8,6209.4,779.2,758.7,774.1,823.3,783.5,718.4,715.3,744.3,5804.5,700.0,683.8,745.9,713.3
2025-01-20 15:12:03,195.9,0.0,0.0,195.9,0.1,12.1,0.1,5.1,0.1,14.9,0.1,4.8,4.3,0.1,0.1,3.5,13.5,0.1,4.0,6.6,0.1,0.1,0.0,4.5,0.1,12.1,8.0,0.1,195.9,0.0,11.5,0.1,0.0,0.1,10.1,4.8,6.8,0.1,0.1,8.0,5.1,0.1,0.1,7.3,6.4,0.1,7.3,3.2,15.9,0.1,0.1,14.2,0.1,0.1,0.5,60.2,36.8,0.5,0.5,96.9,18.0,19.4,11.6,15.9,151.7,20.1,27.0,23.5,16.4,29.2,18.2,19.5,22.1,161.7,18.3,15.1,19.3,20.1,3.5,4.3,3.7,2.4,30.4,4.3,3.2,4.3,4.8
2025-01-20 15:12:33,202.0,0.0,0.0,202.0,0.1,129.8,0.1,151.6,0.1,121.5,0.1,165.3,144.1,0.1,0.1,147.3,160.5,0.1,158.3,119.4,0.1,0.1,0.1,125.9,0.1,138.8,122.6,0.1,202.0,0.0,210.1,0.1,0.1,0.1,163.8,130.3,123.5,0.0,0.1,137.7,173.5,0.1,0.1,153.3,171.8,0.1,108.4,157.3,115.1,0.0,0.1,130.9,0.0,0.0,0.5,1136.0,1201.9,0.5,0.5,1123.0,94.6,94.3,63.3,117.4,752.2,103.5,107.3,85.0,86.9,119.0,124.7,87.8,133.7,960.9,104.4,128.3,105.1,157.9,148.1,100.7,104.4,167.2,920.7,85.0,102.7,41.2,171.3
2025-01-20 15:13:03,163.1,0.0,0.0,163.1,0.1,6.4,0.0,12.7,0.1,23.5,0.1,4.0,13.8,0.1,0.1,12.1,28.1,0.1,1.9,6.9,0.1,0.1,0.1,9.8,0.0,34.0,27.1,0.1,163.1,0.0,30.4,0.1,0.1,0.0,3.5,13.5,22.8,0.1,0.1,6.1,10.5,0.0,0.1,3.7,13.5,0.1,2.1,13.6,41.1,0.1,0.1,23.9,0.1,0.1,0.5,34.7,99.4,0.5,0.5,230.9,10.9,9.6,13.0,11.9,90.3,12.5,11.2,12.3,8.9,5.6,4.5,10.1,7.2,50.4,6.4,4.5,5.3,6.7,21.7,25.1,28.9,22.0,174.1,19.7,16.6,21.2,19.1
2025-01-20 15:13:33,154.1,0.0,0.0,154.1,0.1,32.4,0.1,14.9,0.1,16.9,0.0,38.9,5.9,0.1,0.0,5.6,15.6,0.1,35.5,57.1,0.1,0.1,0.1,9.6,0.1,8.8,16.3,0.1,154.1,0.0,13.1,0.1,0.1,0.1,44.7,9.3,14.0,0.1,0.1,33.0,5.9,0.1,0.1,38.1,7.7,0.0,46.9,5.9,21.4,0.1,0.1,9.3,0.1,0.1,0.5,326.5,64.8,0.5,0.5,115.4,32.7,50.7,30.5,86.8,324.5,42.4,25.4,27.0,29.1,48.7,42.2,61.4,41.6,368.4,43.2,36.1,33.6,61.6,8.3,4.0,4.8,5.2,46.3,5.9,5.6,6.0,6.6
2025-01-20 15:14:03,131.5,0.0,0.0,131.5,0.0,4.0,0.1,8.9,0.1,41.4,0.1,7.5,9.6,0.1,0.1,14.5,26.9,0.1,4.0,5.3,0.0,0.1,0.0,11.1,0.1,36.0,21.6,0.1,131.5,0.0,31.1,0.0,0.0,0.1,2.7,10.2,18.5,0.1,0.1,4.5,12.5,0.1,0.1,3.7,9.8,0.1,4.8,10.4,37.0,0.0,0.0,33.7,0.1,0.1,0.5,36.5,87.0,0.5,0.5,246.0,7.1,4.6,3.4,4.9,38.6,3.6,3.4,6.5,5.2,11.6,6.3,6.3,7.5,57.8,7.5,6.2,5.9,6.5,26.2,27.5,26.1,27.3,207.4,27.7,24.6,26.0,22.1
2025-01-20 15:14:33,123.4,0.0,0.0,123.4,0.1,3.2,0.1,13.6,0.1,8.8,0.1,4.3,19.6,0.0,0.1,21.5,3.7,0.0,2.7,3.2,0.1,0.1,0.1,15.9,0.1,18.1,5.3,0.1,123.4,0.0,5.6,0.1,0.1,0.1,2.1,16.3,6.9,0.1,0.0,2.7,22.4,0.1,0.1,2.9,14.1,0.1,2.4,23.7,10.4,0.1,0.1,4.5,0.0,0.1,0.5,23.5,146.9,0.5,0.5,63.4,5.5,6.2,5.8,7.0,52.3,7.5,9.3,5.9,5.4,4.3,3.5,8.0,5.6,44.5,4.8,5.1,4.5,8.8,10.5,19.0,11.9,18.7,121.2,10.4,23.9,12.2,14.6
